first				second				third				
A	T	C	G	A	T	C	G	A	T	C	G	length
0.282258	0.116935	0.21371	0.387097	0.298387	0.28629	0.217742	0.197581	0.173387	0.318548	0.254032	0.254032	747
0.225806	0.169355	0.221774	0.383065	0.33871	0.322581	0.165323	0.173387	0.181452	0.241935	0.28629	0.290323	747
0.262097	0.201613	0.193548	0.342742	0.322581	0.233871	0.21371	0.229839	0.133065	0.278226	0.379032	0.209677	747
0.205645	0.157258	0.229839	0.407258	0.266129	0.294355	0.245968	0.193548	0.262097	0.254032	0.237903	0.245968	747
0.294355	0.201613	0.181452	0.322581	0.342742	0.302419	0.193548	0.16129	0.205645	0.28629	0.290323	0.217742	747
0.229839	0.157258	0.262097	0.350806	0.342742	0.298387	0.181452	0.177419	0.16129	0.266129	0.229839	0.342742	747
0.241935	0.133065	0.282258	0.342742	0.294355	0.298387	0.225806	0.181452	0.233871	0.185484	0.274194	0.306452	747
0.229839	0.129032	0.221774	0.419355	0.262097	0.266129	0.225806	0.245968	0.169355	0.149194	0.399194	0.282258	747
0.257028	0.208835	0.273092	0.261044	0.317269	0.269076	0.208835	0.204819	0.148594	0.2249	0.301205	0.325301	750
0.401606	0.269076	0.096386	0.232932	0.317269	0.345382	0.184739	0.15261	0.353414	0.361446	0.156627	0.128514	750
0.2249	0.136546	0.248996	0.389558	0.269076	0.313253	0.220884	0.196787	0.168675	0.2249	0.281124	0.325301	750
0.317269	0.11245	0.232932	0.337349	0.305221	0.321285	0.188755	0.184739	0.172691	0.301205	0.313253	0.212851	750
0.240964	0.100402	0.337349	0.321285	0.269076	0.289157	0.236948	0.204819	0.200803	0.240964	0.200803	0.35743	750
0.232932	0.168675	0.257028	0.341365	0.277108	0.317269	0.200803	0.204819	0.124498	0.329317	0.176707	0.369478	750
0.39759	0.160643	0.188755	0.253012	0.337349	0.313253	0.196787	0.15261	0.309237	0.317269	0.196787	0.176707	750
0.257028	0.15261	0.289157	0.301205	0.277108	0.289157	0.236948	0.196787	0.184739	0.269076	0.277108	0.269076	750
0.204819	0.164659	0.293173	0.337349	0.248996	0.293173	0.273092	0.184739	0.216867	0.269076	0.220884	0.293173	750
0.26	0.16	0.192	0.388	0.272	0.312	0.248	0.168	0.124	0.28	0.324	0.272	753
0.256	0.124	0.244	0.376	0.384	0.248	0.2	0.168	0.172	0.28	0.204	0.344	753
0.308	0.128	0.276	0.288	0.312	0.3	0.18	0.208	0.132	0.268	0.32	0.28	753
0.26	0.2	0.2	0.34	0.32	0.248	0.216	0.216	0.26	0.268	0.168	0.304	753
0.252	0.096	0.288	0.364	0.288	0.324	0.216	0.172	0.168	0.236	0.224	0.372	753
0.348	0.148	0.248	0.256	0.296	0.292	0.248	0.164	0.18	0.204	0.276	0.34	753
0.172	0.12	0.26	0.448	0.26	0.308	0.236	0.196	0.164	0.224	0.248	0.364	753
0.196	0.192	0.296	0.316	0.3	0.292	0.2	0.208	0.188	0.212	0.26	0.34	753
0.2749	0.211155	0.195219	0.318725	0.358566	0.302789	0.187251	0.151394	0.298805	0.346614	0.167331	0.187251	756
0.318725	0.095618	0.258964	0.326693	0.350598	0.282869	0.227092	0.139442	0.135458	0.227092	0.223108	0.414343	756
0.155378	0.155378	0.358566	0.330677	0.298805	0.25498	0.262948	0.183267	0.187251	0.247012	0.199203	0.366534	756
0.2749	0.079681	0.23506	0.410359	0.23506	0.25498	0.310757	0.199203	0.151394	0.223108	0.262948	0.36255	756
0.191235	0.155378	0.334661	0.318725	0.282869	0.342629	0.183267	0.191235	0.239044	0.310757	0.195219	0.25498	756
0.207171	0.191235	0.262948	0.338645	0.298805	0.290837	0.211155	0.199203	0.111554	0.338645	0.247012	0.302789	756
0.203187	0.163347	0.286853	0.346614	0.318725	0.270916	0.215139	0.195219	0.199203	0.25498	0.25498	0.290837	756
0.322709	0.175299	0.203187	0.298805	0.243028	0.227092	0.302789	0.227092	0.243028	0.258964	0.215139	0.282869	756
0.258964	0.151394	0.2749	0.314741	0.298805	0.306773	0.211155	0.183267	0.219124	0.250996	0.25498	0.2749	756
0.250996	0.159363	0.227092	0.36255	0.314741	0.314741	0.207171	0.163347	0.135458	0.258964	0.306773	0.298805	756
0.247012	0.175299	0.286853	0.290837	0.302789	0.294821	0.211155	0.191235	0.199203	0.314741	0.179283	0.306773	756
0.219124	0.115538	0.290837	0.374502	0.262948	0.290837	0.211155	0.23506	0.179283	0.199203	0.294821	0.326693	756
0.326693	0.079681	0.262948	0.330677	0.318725	0.306773	0.179283	0.195219	0.223108	0.219124	0.266932	0.290837	756
0.238095	0.115079	0.301587	0.345238	0.293651	0.289683	0.230159	0.186508	0.051587	0.111111	0.428571	0.40873	759
0.253968	0.162698	0.257937	0.325397	0.321429	0.297619	0.202381	0.178571	0.142857	0.293651	0.265873	0.297619	759
0.25	0.142857	0.285714	0.321429	0.293651	0.269841	0.234127	0.202381	0.214286	0.253968	0.289683	0.242063	759
0.166667	0.18254	0.329365	0.321429	0.309524	0.285714	0.238095	0.166667	0.174603	0.257937	0.242063	0.325397	759
0.285714	0.123016	0.194444	0.396825	0.293651	0.31746	0.281746	0.107143	0.198413	0.261905	0.27381	0.265873	759
0.261905	0.22619	0.162698	0.349206	0.305556	0.206349	0.297619	0.190476	0.170635	0.34127	0.25	0.238095	759
0.357143	0.15873	0.154762	0.329365	0.34127	0.309524	0.214286	0.134921	0.242063	0.31746	0.186508	0.253968	759
0.146825	0.178571	0.277778	0.396825	0.27381	0.277778	0.22619	0.222222	0.154762	0.281746	0.27381	0.289683	759
0.206349	0.154762	0.301587	0.337302	0.253968	0.281746	0.230159	0.234127	0.142857	0.285714	0.325397	0.246032	759
0.277778	0.126984	0.198413	0.396825	0.31746	0.261905	0.234127	0.186508	0.218254	0.246032	0.261905	0.27381	759
0.265873	0.146825	0.269841	0.31746	0.289683	0.281746	0.230159	0.198413	0.190476	0.214286	0.27381	0.321429	759
0.269841	0.142857	0.261905	0.325397	0.313492	0.333333	0.198413	0.154762	0.218254	0.305556	0.138889	0.337302	759
0.206349	0.126984	0.25	0.416667	0.313492	0.293651	0.238095	0.154762	0.178571	0.289683	0.238095	0.293651	759
0.186508	0.166667	0.321429	0.325397	0.265873	0.293651	0.234127	0.206349	0.111111	0.194444	0.293651	0.400794	759
0.186508	0.123016	0.333333	0.357143	0.281746	0.321429	0.206349	0.190476	0.075397	0.166667	0.309524	0.448413	759
0.245059	0.142292	0.245059	0.367589	0.316206	0.268775	0.193676	0.221344	0.213439	0.312253	0.217391	0.256917	762
0.351779	0.217391	0.225296	0.205534	0.300395	0.332016	0.185771	0.181818	0.185771	0.221344	0.339921	0.252964	762
0.339921	0.158103	0.177866	0.324111	0.399209	0.29249	0.158103	0.150198	0.245059	0.375494	0.193676	0.185771	762
0.197628	0.146245	0.3083	0.347826	0.3083	0.284585	0.229249	0.177866	0.150198	0.245059	0.300395	0.304348	762
0.339921	0.221344	0.185771	0.252964	0.339921	0.312253	0.209486	0.13834	0.221344	0.379447	0.193676	0.205534	762
0.213439	0.185771	0.213439	0.387352	0.264822	0.316206	0.264822	0.15415	0.189723	0.26087	0.229249	0.320158	762
0.249012	0.126482	0.213439	0.411067	0.272727	0.300395	0.256917	0.16996	0.150198	0.245059	0.229249	0.375494	762
0.249012	0.252964	0.245059	0.252964	0.185771	0.395257	0.229249	0.189723	0.15415	0.252964	0.280632	0.312253	762
0.217391	0.142292	0.249012	0.391304	0.252964	0.272727	0.268775	0.205534	0.142292	0.324111	0.245059	0.288538	762
0.284585	0.126482	0.197628	0.391304	0.252964	0.316206	0.221344	0.209486	0.158103	0.296443	0.256917	0.288538	762
0.249012	0.12253	0.229249	0.399209	0.249012	0.29249	0.29249	0.166008	0.13834	0.320158	0.256917	0.284585	762
0.371542	0.209486	0.193676	0.225296	0.3083	0.328063	0.177866	0.185771	0.237154	0.304348	0.27668	0.181818	762
0.216535	0.232283	0.248031	0.30315	0.153543	0.417323	0.204724	0.224409	0.11811	0.244094	0.188976	0.448819	765
0.188976	0.129921	0.358268	0.322835	0.334646	0.283465	0.188976	0.192913	0.173228	0.212598	0.314961	0.299213	765
0.216535	0.11811	0.291339	0.374016	0.338583	0.299213	0.216535	0.145669	0.173228	0.322835	0.244094	0.259843	765
0.311024	0.153543	0.15748	0.377953	0.307087	0.23622	0.267717	0.188976	0.192913	0.295276	0.311024	0.200787	765
0.212598	0.19685	0.26378	0.326772	0.19685	0.334646	0.248031	0.220472	0.279528	0.255906	0.169291	0.295276	765
0.204724	0.145669	0.30315	0.346457	0.311024	0.295276	0.204724	0.188976	0.19685	0.275591	0.228346	0.299213	765
0.255906	0.098425	0.255906	0.389764	0.322835	0.322835	0.232283	0.122047	0.200787	0.255906	0.275591	0.267717	765
0.279528	0.255906	0.141732	0.322835	0.370079	0.232283	0.192913	0.204724	0.173228	0.330709	0.314961	0.181102	765
0.220472	0.122047	0.34252	0.314961	0.311024	0.311024	0.200787	0.177165	0.153543	0.228346	0.251969	0.366142	765
0.165354	0.145669	0.307087	0.38189	0.311024	0.26378	0.216535	0.208661	0.15748	0.259843	0.287402	0.295276	765
0.354331	0.15748	0.133858	0.354331	0.26378	0.248031	0.334646	0.153543	0.251969	0.358268	0.232283	0.15748	765
0.244094	0.094488	0.275591	0.385827	0.228346	0.330709	0.275591	0.165354	0.161417	0.161417	0.314961	0.362205	765
0.283465	0.165354	0.216535	0.334646	0.311024	0.318898	0.204724	0.165354	0.161417	0.318898	0.232283	0.287402	765
0.26378	0.129921	0.204724	0.401575	0.295276	0.314961	0.240157	0.149606	0.216535	0.291339	0.275591	0.216535	765
0.258824	0.192157	0.239216	0.309804	0.282353	0.262745	0.231373	0.223529	0.180392	0.211765	0.317647	0.290196	768
0.192157	0.129412	0.32549	0.352941	0.282353	0.333333	0.184314	0.2	0.184314	0.196078	0.247059	0.372549	768
0.188235	0.121569	0.290196	0.4	0.247059	0.321569	0.219608	0.211765	0.231373	0.215686	0.152941	0.4	768
0.219608	0.141176	0.266667	0.372549	0.254902	0.298039	0.266667	0.180392	0.239216	0.203922	0.278431	0.278431	768
0.290196	0.129412	0.188235	0.392157	0.270588	0.301961	0.262745	0.164706	0.239216	0.345098	0.219608	0.196078	768
0.219608	0.141176	0.266667	0.372549	0.290196	0.278431	0.211765	0.219608	0.235294	0.227451	0.223529	0.313725	768
0.2	0.14902	0.270588	0.380392	0.27451	0.27451	0.231373	0.219608	0.141176	0.266667	0.305882	0.286275	768
0.278431	0.129412	0.223529	0.368627	0.254902	0.309804	0.254902	0.180392	0.196078	0.278431	0.184314	0.341176	768
0.258824	0.121569	0.305882	0.313725	0.298039	0.32549	0.2	0.176471	0.133333	0.2	0.309804	0.356863	768
0.215686	0.176471	0.321569	0.286275	0.270588	0.329412	0.215686	0.184314	0.184314	0.235294	0.219608	0.360784	768
0.243137	0.101961	0.196078	0.458824	0.313725	0.266667	0.27451	0.145098	0.215686	0.27451	0.282353	0.227451	768
0.254902	0.141176	0.305882	0.298039	0.25098	0.329412	0.239216	0.180392	0.184314	0.215686	0.258824	0.341176	768
0.262745	0.12549	0.235294	0.376471	0.203922	0.294118	0.286275	0.215686	0.180392	0.235294	0.294118	0.290196	768
0.246094	0.105469	0.21875	0.429688	0.324219	0.273438	0.269531	0.132812	0.207031	0.261719	0.277344	0.253906	771
0.246094	0.234375	0.222656	0.296875	0.15625	0.46875	0.203125	0.171875	0.097656	0.269531	0.277344	0.355469	771
0.191406	0.179688	0.257812	0.371094	0.289062	0.273438	0.226562	0.210938	0.132812	0.289062	0.214844	0.363281	771
0.238281	0.164062	0.269531	0.328125	0.246094	0.300781	0.25	0.203125	0.234375	0.300781	0.195312	0.269531	771
0.25	0.136719	0.214844	0.398438	0.277344	0.300781	0.261719	0.160156	0.179688	0.261719	0.328125	0.230469	771
0.1875	0.15625	0.3125	0.34375	0.265625	0.324219	0.21875	0.191406	0.136719	0.242188	0.195312	0.425781	771
0.210938	0.121094	0.25	0.417969	0.226562	0.308594	0.308594	0.15625	0.1875	0.1875	0.289062	0.335938	771
0.269531	0.164062	0.269531	0.296875	0.210938	0.351562	0.234375	0.203125	0.1875	0.265625	0.285156	0.261719	771
0.272374	0.194553	0.22179	0.311284	0.303502	0.225681	0.256809	0.214008	0.163424	0.33463	0.280156	0.22179	774
0.241245	0.140078	0.182879	0.435798	0.299611	0.268482	0.303502	0.128405	0.22179	0.29572	0.206226	0.276265	774
0.346304	0.120623	0.155642	0.377432	0.280156	0.330739	0.237354	0.151751	0.214008	0.315175	0.225681	0.245136	774
0.241245	0.124514	0.284047	0.350195	0.330739	0.326848	0.171206	0.171206	0.22179	0.190661	0.233463	0.354086	774
0.326848	0.128405	0.194553	0.350195	0.326848	0.311284	0.217899	0.143969	0.171206	0.268482	0.307393	0.252918	774
0.249027	0.159533	0.229572	0.361868	0.14786	0.412451	0.272374	0.167315	0.202335	0.229572	0.229572	0.338521	774
0.291829	0.163424	0.245136	0.299611	0.33463	0.29572	0.217899	0.151751	0.120623	0.22179	0.330739	0.326848	774
0.178988	0.182879	0.276265	0.361868	0.326848	0.280156	0.175097	0.217899	0.206226	0.225681	0.264591	0.303502	774
0.245136	0.136187	0.268482	0.350195	0.346304	0.284047	0.194553	0.175097	0.159533	0.217899	0.272374	0.350195	774
0.290698	0.166667	0.25969	0.282946	0.352713	0.29845	0.197674	0.151163	0.139535	0.255814	0.275194	0.329457	777
0.25969	0.186047	0.213178	0.341085	0.352713	0.275194	0.182171	0.189922	0.193798	0.387597	0.189922	0.228682	777
0.236434	0.131783	0.20155	0.430233	0.313953	0.306202	0.189922	0.189922	0.205426	0.244186	0.337209	0.213178	777
0.271318	0.147287	0.228682	0.352713	0.306202	0.263566	0.244186	0.186047	0.178295	0.255814	0.263566	0.302326	777
0.271318	0.139535	0.217054	0.372093	0.313953	0.306202	0.232558	0.147287	0.275194	0.275194	0.205426	0.244186	777
0.166667	0.170543	0.267442	0.395349	0.333333	0.282946	0.217054	0.166667	0.232558	0.263566	0.290698	0.213178	777
0.263566	0.124031	0.263566	0.348837	0.395349	0.275194	0.189922	0.139535	0.166667	0.255814	0.310078	0.267442	777
0.228682	0.112403	0.29845	0.360465	0.306202	0.282946	0.236434	0.174419	0.197674	0.248062	0.263566	0.290698	777
0.22093	0.22093	0.236434	0.321705	0.209302	0.430233	0.244186	0.116279	0.155039	0.209302	0.263566	0.372093	777
0.25969	0.081395	0.251938	0.406977	0.271318	0.333333	0.224806	0.170543	0.166667	0.217054	0.232558	0.383721	777
0.34749	0.19305	0.169884	0.289575	0.23166	0.405405	0.223938	0.138996	0.181467	0.254826	0.196911	0.366795	780
0.262548	0.173745	0.277992	0.285714	0.235521	0.320463	0.247104	0.196911	0.212355	0.227799	0.204633	0.355212	780
0.243243	0.135135	0.204633	0.416988	0.235521	0.258687	0.289575	0.216216	0.15444	0.235521	0.266409	0.343629	780
0.227799	0.173745	0.220077	0.378378	0.297297	0.316602	0.189189	0.196911	0.146718	0.235521	0.316602	0.301158	780
0.204633	0.135135	0.297297	0.362934	0.262548	0.285714	0.247104	0.204633	0.223938	0.216216	0.169884	0.389961	780
0.200772	0.131274	0.262548	0.405405	0.297297	0.285714	0.235521	0.181467	0.19305	0.254826	0.301158	0.250965	780
0.185328	0.181467	0.301158	0.332046	0.247104	0.27027	0.266409	0.216216	0.166023	0.216216	0.208494	0.409266	780
0.181467	0.15444	0.30888	0.355212	0.312741	0.293436	0.223938	0.169884	0.162162	0.227799	0.247104	0.362934	780
0.293436	0.092664	0.189189	0.42471	0.293436	0.274131	0.266409	0.166023	0.162162	0.216216	0.351351	0.27027	780
0.296154	0.123077	0.246154	0.334615	0.315385	0.269231	0.25	0.165385	0.173077	0.203846	0.326923	0.296154	783
0.265385	0.173077	0.257692	0.303846	0.269231	0.284615	0.230769	0.215385	0.173077	0.3	0.261538	0.265385	783
0.261538	0.176923	0.184615	0.376923	0.346154	0.273077	0.246154	0.134615	0.226923	0.246154	0.280769	0.246154	783
0.238462	0.188462	0.169231	0.403846	0.330769	0.253846	0.273077	0.142308	0.180769	0.3	0.265385	0.253846	783
0.188462	0.138462	0.334615	0.338462	0.319231	0.276923	0.192308	0.211538	0.196154	0.253846	0.226923	0.323077	783
0.242308	0.188462	0.215385	0.353846	0.138462	0.423077	0.234615	0.203846	0.115385	0.234615	0.242308	0.407692	783
0.2	0.157692	0.280769	0.361538	0.280769	0.273077	0.257692	0.188462	0.169231	0.288462	0.219231	0.323077	783
0.261538	0.180769	0.234615	0.323077	0.3	0.307692	0.207692	0.184615	0.2	0.257692	0.296154	0.246154	783
0.233716	0.122605	0.214559	0.429119	0.264368	0.298851	0.245211	0.191571	0.199234	0.252874	0.272031	0.275862	786
0.32567	0.172414	0.199234	0.302682	0.398467	0.252874	0.241379	0.10728	0.249042	0.314176	0.183908	0.252874	786
0.245211	0.203065	0.187739	0.363985	0.337165	0.295019	0.180077	0.187739	0.187739	0.340996	0.295019	0.176245	786
0.210728	0.164751	0.275862	0.348659	0.348659	0.279693	0.187739	0.183908	0.176245	0.272031	0.210728	0.340996	786
0.191571	0.245211	0.264368	0.298851	0.249042	0.367816	0.187739	0.195402	0.180077	0.283525	0.199234	0.337165	786
0.222222	0.210728	0.195402	0.371648	0.126437	0.45977	0.252874	0.16092	0.122605	0.295019	0.164751	0.417625	786
0.264368	0.218391	0.264368	0.252874	0.141762	0.478927	0.249042	0.130268	0.195402	0.272031	0.210728	0.321839	786
0.295019	0.183908	0.149425	0.371648	0.295019	0.295019	0.237548	0.172414	0.199234	0.356322	0.237548	0.206897	786
0.283525	0.149425	0.226054	0.340996	0.302682	0.340996	0.206897	0.149425	0.172414	0.264368	0.340996	0.222222	786
0.226054	0.149425	0.206897	0.417625	0.298851	0.252874	0.260536	0.187739	0.141762	0.206897	0.340996	0.310345	786
0.279693	0.103448	0.241379	0.375479	0.295019	0.306513	0.249042	0.149425	0.137931	0.302682	0.252874	0.306513	786
0.274809	0.114504	0.198473	0.412214	0.282443	0.293893	0.217557	0.206107	0.137405	0.29771	0.339695	0.225191	789
0.251908	0.114504	0.270992	0.362595	0.30916	0.293893	0.217557	0.179389	0.217557	0.229008	0.301527	0.251908	789
0.328244	0.19084	0.221374	0.259542	0.248092	0.351145	0.263359	0.137405	0.274809	0.324427	0.175573	0.225191	789
0.236641	0.152672	0.19084	0.419847	0.259542	0.305344	0.255725	0.179389	0.148855	0.293893	0.362595	0.194656	789
0.236641	0.137405	0.251908	0.374046	0.351145	0.293893	0.167939	0.187023	0.133588	0.232824	0.351145	0.282443	789
0.221374	0.10687	0.290076	0.381679	0.259542	0.28626	0.232824	0.221374	0.248092	0.240458	0.225191	0.28626	789
0.209924	0.141221	0.225191	0.423664	0.232824	0.274809	0.320611	0.171756	0.221374	0.293893	0.236641	0.248092	789
0.236641	0.179389	0.255725	0.328244	0.263359	0.290076	0.259542	0.187023	0.152672	0.244275	0.175573	0.427481	789
0.236641	0.118321	0.316794	0.328244	0.301527	0.305344	0.183206	0.209924	0.10687	0.171756	0.435115	0.28626	789
0.320611	0.236641	0.171756	0.270992	0.347328	0.301527	0.164122	0.187023	0.312977	0.255725	0.187023	0.244275	789
0.217557	0.164122	0.328244	0.290076	0.301527	0.29771	0.240458	0.160305	0.198473	0.225191	0.240458	0.335878	789
0.201521	0.178707	0.311787	0.307985	0.315589	0.281369	0.228137	0.174905	0.171103	0.277567	0.21673	0.334601	792
0.285171	0.140684	0.228137	0.346008	0.368821	0.21673	0.26616	0.148289	0.201521	0.296578	0.239544	0.262357	792
0.220532	0.21673	0.247148	0.315589	0.152091	0.406844	0.235741	0.205323	0.117871	0.209125	0.250951	0.422053	792
0.243346	0.18251	0.231939	0.342205	0.323194	0.311787	0.190114	0.174905	0.193916	0.250951	0.254753	0.30038	792
0.277567	0.102662	0.193916	0.425856	0.250951	0.292776	0.262357	0.193916	0.1673	0.247148	0.277567	0.307985	792
0.269962	0.1673	0.269962	0.292776	0.201521	0.429658	0.201521	0.1673	0.114068	0.231939	0.330798	0.323194	792
0.21673	0.117871	0.254753	0.410646	0.372624	0.281369	0.18251	0.163498	0.201521	0.281369	0.231939	0.285171	792
0.30038	0.209125	0.190114	0.30038	0.231939	0.406844	0.205323	0.155894	0.152091	0.212928	0.307985	0.326996	792
0.220532	0.140684	0.285171	0.353612	0.319392	0.281369	0.239544	0.159696	0.186312	0.277567	0.296578	0.239544	792
0.318182	0.155303	0.223485	0.30303	0.386364	0.299242	0.181818	0.132576	0.140152	0.310606	0.329545	0.219697	795
0.227273	0.121212	0.223485	0.42803	0.280303	0.306818	0.253788	0.159091	0.189394	0.231061	0.329545	0.25	795
0.30303	0.121212	0.200758	0.375	0.329545	0.306818	0.189394	0.174242	0.185606	0.234848	0.352273	0.227273	795
0.25	0.125	0.352273	0.272727	0.325758	0.299242	0.223485	0.151515	0.147727	0.223485	0.253788	0.375	795
0.284091	0.200758	0.223485	0.291667	0.170455	0.44697	0.231061	0.151515	0.155303	0.234848	0.231061	0.378788	795
0.215909	0.193182	0.246212	0.344697	0.151515	0.401515	0.276515	0.170455	0.174242	0.238636	0.242424	0.344697	795
0.284091	0.268939	0.166667	0.280303	0.367424	0.333333	0.143939	0.155303	0.257576	0.424242	0.181818	0.136364	795
0.238636	0.174242	0.291667	0.295455	0.352273	0.291667	0.181818	0.174242	0.170455	0.234848	0.314394	0.280303	795
0.268939	0.25	0.19697	0.284091	0.325758	0.246212	0.265152	0.162879	0.299242	0.333333	0.219697	0.147727	795
0.2	0.135849	0.309434	0.354717	0.241509	0.30566	0.249057	0.203774	0.113208	0.29434	0.226415	0.366038	798
0.339623	0.218868	0.218868	0.222642	0.332075	0.30566	0.192453	0.169811	0.313208	0.4	0.10566	0.181132	798
0.166038	0.158491	0.264151	0.411321	0.332075	0.301887	0.215094	0.150943	0.207547	0.30566	0.256604	0.230189	798
0.173585	0.215094	0.279245	0.332075	0.324528	0.30566	0.207547	0.162264	0.230189	0.369811	0.184906	0.215094	798
0.298113	0.181132	0.233962	0.286792	0.290566	0.328302	0.173585	0.207547	0.275472	0.320755	0.177358	0.226415	798
0.236842	0.135338	0.304511	0.323308	0.289474	0.281955	0.263158	0.165414	0.214286	0.25188	0.24812	0.285714	801
0.206767	0.180451	0.289474	0.323308	0.266917	0.304511	0.244361	0.184211	0.191729	0.263158	0.24812	0.296992	801
0.296992	0.131579	0.233083	0.338346	0.327068	0.304511	0.218045	0.150376	0.172932	0.296992	0.296992	0.233083	801
0.169173	0.139098	0.315789	0.37594	0.274436	0.285714	0.24812	0.191729	0.161654	0.225564	0.300752	0.31203	801
0.263158	0.150376	0.263158	0.323308	0.278195	0.285714	0.25188	0.184211	0.180451	0.300752	0.263158	0.255639	801
0.300752	0.097744	0.199248	0.402256	0.184211	0.413534	0.263158	0.139098	0.116541	0.334586	0.293233	0.255639	801
0.240602	0.135338	0.24812	0.37594	0.281955	0.281955	0.259398	0.176692	0.263158	0.274436	0.176692	0.285714	801
0.259398	0.109023	0.214286	0.417293	0.345865	0.289474	0.203008	0.161654	0.214286	0.281955	0.191729	0.31203	801
0.221805	0.139098	0.263158	0.37594	0.24812	0.274436	0.293233	0.184211	0.195489	0.255639	0.25188	0.296992	801
0.233083	0.161654	0.236842	0.368421	0.334586	0.308271	0.191729	0.165414	0.112782	0.296992	0.293233	0.296992	801
0.299625	0.123596	0.220974	0.355805	0.333333	0.284644	0.254682	0.127341	0.224719	0.340824	0.202247	0.23221	804
0.378277	0.213483	0.168539	0.2397	0.325843	0.340824	0.191011	0.142322	0.284644	0.400749	0.138577	0.17603	804
0.228464	0.131086	0.247191	0.393258	0.280899	0.280899	0.243446	0.194757	0.17603	0.292135	0.224719	0.307116	804
0.217228	0.097378	0.367041	0.318352	0.299625	0.292135	0.220974	0.187266	0.142322	0.191011	0.273408	0.393258	804
0.277154	0.104869	0.213483	0.404494	0.28839	0.280899	0.235955	0.194757	0.138577	0.269663	0.382022	0.209738	804
0.23221	0.209738	0.205993	0.35206	0.194757	0.385768	0.269663	0.149813	0.161049	0.273408	0.265918	0.299625	804
0.223881	0.201493	0.231343	0.343284	0.294776	0.223881	0.268657	0.212687	0.242537	0.272388	0.291045	0.19403	807
0.212687	0.149254	0.242537	0.395522	0.279851	0.302239	0.291045	0.126866	0.186567	0.257463	0.268657	0.287313	807
0.264925	0.13806	0.317164	0.279851	0.287313	0.328358	0.201493	0.182836	0.171642	0.268657	0.205224	0.354478	807
0.25	0.13806	0.283582	0.328358	0.343284	0.279851	0.179104	0.197761	0.160448	0.220149	0.335821	0.283582	807
0.261194	0.119403	0.19403	0.425373	0.253731	0.287313	0.257463	0.201493	0.123134	0.309701	0.175373	0.391791	807
0.276119	0.197761	0.186567	0.339552	0.164179	0.350746	0.279851	0.205224	0.123134	0.235075	0.328358	0.313433	807
0.220149	0.119403	0.335821	0.324627	0.279851	0.328358	0.190299	0.201493	0.197761	0.160448	0.354478	0.287313	807
0.283582	0.141791	0.182836	0.391791	0.264925	0.320896	0.227612	0.186567	0.13806	0.246269	0.339552	0.276119	807
0.219331	0.118959	0.245353	0.416357	0.271375	0.286245	0.241636	0.200743	0.185874	0.260223	0.252788	0.301115	810
0.27881	0.107807	0.189591	0.423792	0.241636	0.32342	0.282528	0.152416	0.208178	0.200743	0.32342	0.267658	810
0.282528	0.137546	0.237918	0.342007	0.249071	0.315985	0.226766	0.208178	0.174721	0.208178	0.29368	0.32342	810
0.215613	0.197026	0.256506	0.330855	0.27881	0.29368	0.215613	0.211896	0.189591	0.304833	0.193309	0.312268	810
0.215613	0.208178	0.241636	0.334572	0.33829	0.342007	0.163569	0.156134	0.230483	0.267658	0.211896	0.289963	810
0.301115	0.115242	0.234201	0.349442	0.312268	0.275093	0.226766	0.185874	0.27881	0.297398	0.219331	0.204461	810
0.197026	0.185874	0.282528	0.334572	0.30855	0.260223	0.252788	0.178439	0.208178	0.29368	0.197026	0.301115	810
0.249071	0.204461	0.211896	0.334572	0.174721	0.416357	0.208178	0.200743	0.152416	0.215613	0.330855	0.301115	810
0.301115	0.089219	0.178439	0.431227	0.39777	0.241636	0.148699	0.211896	0.256506	0.193309	0.267658	0.282528	810
0.35316	0.193309	0.185874	0.267658	0.360595	0.286245	0.208178	0.144981	0.282528	0.334572	0.208178	0.174721	810
0.223048	0.215613	0.260223	0.301115	0.171004	0.379182	0.230483	0.219331	0.223048	0.230483	0.226766	0.319703	810
0.27881	0.111524	0.226766	0.3829	0.301115	0.301115	0.200743	0.197026	0.144981	0.29368	0.241636	0.319703	810
0.237918	0.130112	0.267658	0.364312	0.234201	0.33829	0.245353	0.182156	0.118959	0.297398	0.219331	0.364312	810
0.215613	0.152416	0.304833	0.327138	0.301115	0.286245	0.193309	0.219331	0.171004	0.252788	0.185874	0.390335	810
0.218519	0.203704	0.244444	0.333333	0.251852	0.314815	0.237037	0.196296	0.2	0.266667	0.3	0.233333	813
0.266667	0.12963	0.2	0.403704	0.296296	0.318519	0.207407	0.177778	0.222222	0.262963	0.303704	0.211111	813
0.27037	0.133333	0.188889	0.407407	0.266667	0.240741	0.196296	0.296296	0.2	0.3	0.307407	0.192593	813
0.222222	0.137037	0.266667	0.374074	0.314815	0.262963	0.237037	0.185185	0.155556	0.240741	0.266667	0.337037	813
0.22963	0.140741	0.248148	0.381481	0.237037	0.292593	0.259259	0.211111	0.159259	0.251852	0.288889	0.3	813
0.274074	0.111111	0.185185	0.42963	0.374074	0.22963	0.288889	0.107407	0.274074	0.285185	0.196296	0.244444	813
0.288889	0.114815	0.203704	0.392593	0.337037	0.311111	0.240741	0.111111	0.148148	0.262963	0.322222	0.266667	813
0.243542	0.154982	0.258303	0.343173	0.317343	0.291513	0.184502	0.206642	0.143911	0.265683	0.217712	0.372694	816
